embedding,label,silhouette
pca_2d,encounter,0.0649849724034364
pca_2d,hemisphere,0.41228912871649853
pca_2d,terrain,-0.14938784400541238
pca_3d,encounter,0.08015391948305618
pca_3d,hemisphere,0.40896501375439076
pca_3d,terrain,-0.14508340725145707
nmf_2d,encounter,0.11525541598775545
nmf_2d,hemisphere,0.41826375871697424
nmf_2d,terrain,-0.10292615593045211
nmf_3d,encounter,0.2105064010966817
nmf_3d,hemisphere,0.4181667451469682
nmf_3d,terrain,-0.05870418834094513
