encounter,hemisphere,terrain,pca_1,pca_2,pca_3,pca_4,pca_5,nmf_1,nmf_2,nmf_3,nmf_4
E6,leading,chaos,-9.73803528598063,-6.984421416340157,-1.5798487606523728,2.3145212771766874,-0.38833104332079266,0.034262591302707965,0.0011395301465578814,0.1178495124571985,0.3721764793166108
E6,leading,chaos,-10.776327194814636,0.11033765502676839,-0.5417243469604976,2.7840617988862615,-1.232545003798092,0.06718637678775291,0.0,0.1266123005605155,0.4787952333148703
E15,leading,plains,13.691693355463915,-9.17519686394562,-1.4599541101820828,-0.934327616356433,0.3128284048759681,0.0807671317527021,0.2937872495528625,0.08900307238498686,0.01099322133998702
E15,leading,plains,20.198317192470984,-3.211901010885976,0.3116514894354579,-1.140246916399924,0.06376319827951345,0.11291711326279393,0.3790469703236923,0.116842105743396,0.01334041709001362
E15,leading,plains,17.87126920629702,-5.2449478388223465,-0.08417058425072578,-0.47701804105662254,-0.38079851988609986,0.09735229487947618,0.35197973531426374,0.11599627052441305,0.019327843257533762
E15,leading,plains,4.535325841967465,-16.45374297303004,-3.410509190285464,-0.05511645780381823,-0.08609415448468875,0.03942046380690973,0.17256922804217298,0.059803287234788824,0.02246373106424953
E15,leading,plains,12.850907746723749,-7.945667800175449,-1.320877235744625,-0.9825582696565758,-0.5415703576383211,0.08471722589508253,0.29299308247914607,0.05869492566476799,0.06536866796841224
E15,leading,plains,19.0740429824634,-0.19977896910027407,-0.025024275562845217,-1.8201501356414465,-0.8143817472680457,0.13124967891442468,0.3818260337335725,0.05935764418141521,0.10093077220372706
E15,leading,plains,17.397451262401482,-0.1191978659399125,0.5847109779422038,-0.6236324313402106,0.2661916227530592,0.11406701826857528,0.3597637886805915,0.12275991971128994,0.10822010022792465
E15,leading,plains,9.04509738168528,-6.997905624058757,1.1489487112960912,3.0965961600156735,1.9487823423903512,0.021625649686107917,0.2655472987349154,0.2392358619778531,0.13297483175354458
E15,leading,plains,27.178108661589924,12.674518535561509,4.863523689303986,0.423901856521124,1.1030630966634933,0.157924369829651,0.47820041956354065,0.2661470161248667,0.1382417193970205
E15,leading,plains,11.995909555281207,-5.540211762224683,-0.8992460398399681,-0.7560541466931956,-1.1738349017880658,0.09479623818217926,0.2775515277525842,0.07383196426788721,0.10433490150364245
E15,leading,plains,19.797424749881312,-0.5092269424363304,-0.01517680822559465,-1.314558736737127,-0.15827739077697706,0.13763472464257542,0.36328593503029366,0.13254524966980208,0.010413555125787146
E15,leading,plains,10.92454249319253,-9.725321249192021,-2.6094457434170573,-1.5075465638861603,-0.08422762786251309,0.09330056162716144,0.2446018913541908,0.06940546331245655,0.0
E15,leading,plains,1.6226417090936258,-19.66531175992603,-4.484731014238858,-0.4529843905194731,0.4399890071632334,0.024852412604867823,0.13394805662065287,0.03457693501416524,0.0160734354329504
E15,leading,plains,13.738863171109823,-9.15047369249725,-1.5004817618618067,-0.9159502837912775,0.29927277299876986,0.08083001240927046,0.2947949477874184,0.0890418003561523,0.01089185685956069
E15,leading,plains,20.184925203313483,-3.212000240903813,0.3024255667331696,-1.137064719366388,0.0663255752475079,0.11298096054619831,0.37886143599561256,0.11691350830103363,0.013218029701274154
E15,leading,plains,15.842724426674264,-7.245208935022176,-0.5952044981064845,-0.2153173885959754,-0.42439383176116235,0.0852079423165969,0.32692547145788003,0.10868408563289156,0.02023635929444304
E15,leading,plains,4.553993925384183,-16.459322597855298,-3.4002727698296282,-0.051762261382789256,-0.0822624703660588,0.039198451017819845,0.17308900976894306,0.05974020940911092,0.02277695865687968
E15,leading,plains,14.186087116458758,-6.574360956438045,-0.9610551089006211,-1.1735643028547214,-0.6759598315343943,0.09219808322825766,0.312786155685726,0.05519451589148784,0.07510320496323168
E15,leading,plains,20.191166617889394,1.0217448981588952,0.2044950842987459,-1.963936308372132,-0.8169078075311209,0.13950248581225086,0.3954558748086473,0.06241468144171708,0.10077029523276687
E15,leading,plains,17.409572404223887,-0.11698312323751937,0.5863074972829847,-0.6144893313060525,0.27214461291244085,0.11393409863678253,0.3600988672693995,0.1229965552912643,0.10818379963732973
E15,leading,plains,9.029841842872107,-6.926610932239755,1.2979327439598256,3.23427154270668,2.0618257390620984,0.019346750987403825,0.26575254973106766,0.2471327264252083,0.13438651994688183
E15,leading,plains,26.935412812062218,12.491062336008264,4.797732742830137,0.4048211518523033,1.0663788883355907,0.1575347809707856,0.4745634955828855,0.2638038996229415,0.13856289035975794
E15,leading,plains,18.38808109782393,1.5035645113642702,0.7106414694021634,-1.3507819259322411,-1.4548861828892932,0.13507465260796445,0.36296710970919055,0.08619673351822524,0.12684071723517967
E15,leading,plains,18.62980338018341,-1.6758446176140158,-0.32984768907564677,-1.2414015561311673,-0.34177676645052035,0.13062038258834419,0.35045849316721034,0.12076061985490853,0.016756906322210385
E15,leading,plains,10.69956513980394,-9.730222306383268,-2.6756178008054743,-1.5017773658331321,0.00602266108708924,0.09360841053544625,0.23981082053808714,0.06988046821957211,0.0
E15,leading,plains,39.86317299781122,17.1557756835824,3.664900934333288,-2.7852322279793085,-0.3267950846421573,0.24048485484595727,0.62802767925792,0.18283979187668445,0.0
E15,leading,plains,26.09193049708736,1.7610536979348943,1.1873207005251771,-1.755351036784684,-0.1920186897223279,0.14089165773846068,0.4682067829738119,0.12380182617226207,0.010050764234052743
E15,leading,plains,7.404224592918204,-17.48323890669017,-3.37786146724457,0.0610360426362208,-1.193559841147346,0.024826898091717932,0.24153738202037955,0.03599370281187663,0.023393721412810625
E15,leading,plains,14.29630749493637,-10.533991172921295,-1.6156293298456221,-0.418656019231415,-1.266032509649109,0.06593478454628261,0.3258340212362996,0.06089650370135825,0.029356417273548804
E15,leading,plains,17.43432642779996,-6.575898897089462,-0.6112739945543587,-0.814206521337547,-0.33204841170244687,0.0914980362272631,0.35247265003181,0.09098843683153796,0.021284081587561166
E15,leading,plains,20.757679781688793,-1.7197139917592699,0.7932483482059655,-0.6002459267451423,-0.07153846340966834,0.11396449810438249,0.3905569362848046,0.1333635154596083,0.0340303931248103
E15,leading,plains,22.540944582036705,3.5056400908529857,1.838102228332235,0.04707627892021456,-0.3787796930327847,0.1362892281791085,0.4143308913617688,0.17564335142141357,0.06804910159902822
E15,leading,plains,4.637520859496685,-11.87331776888683,-2.5823618479171238,0.449724772976918,-0.5584694726185201,0.05671526993376454,0.17943110700779277,0.0791432787901739,0.08767252151399679
E15,leading,plains,9.744074014018564,-5.71773034250234,-1.0451225124344679,-0.467191060309124,-1.7534609184783403,0.08565065015975458,0.2688667831895072,0.029761031218203657,0.17933555167531356
E15,leading,plains,15.973929252244076,-0.2935529184273486,-0.1617995317945053,-1.4913600868588117,-1.4620483726361018,0.12298618406113485,0.3517793560292938,0.033753902251653894,0.17018236537724685
E15,leading,plains,13.729772742133152,-1.930201448869128,0.13651890158708951,-0.2834853909613419,-0.38211895551781233,0.09471302239412235,0.32628671577031043,0.08782796762036423,0.169997177915595
E15,leading,plains,10.13461844818278,-4.68821420225422,1.8738897365419407,3.0722049359140517,1.7127338539773742,0.025071275932067906,0.2903312989783317,0.232084333539227,0.18292069482461495
E15,leading,plains,23.67438501930982,9.021202200841644,4.047385580888369,0.554247879134349,0.8465702678278817,0.13442326672609883,0.43936302880822287,0.23478295569473845,0.15584520191622417
E15,leading,plains,25.358333333463282,8.117683701008502,2.507064344527366,-1.772689641499617,-1.6044957494437124,0.1690754414144533,0.4581111614732178,0.10662768427597456,0.14185345324306423
E15,leading,plains,21.76060131186458,0.19329894938273964,0.5769949190471932,-1.2673532949810642,-0.6696367952643857,0.13573931319628788,0.3990234773138375,0.12415898569828188,0.025918692829960312
E15,leading,plains,16.515340619997612,-5.099026080775446,-1.2329962337119118,-1.8883202420459533,-0.31401184119234715,0.12020645903987948,0.31864696902547246,0.08284729365122698,0.0
E15,leading,plains,39.51997109754513,17.274312611414544,3.488772046659627,-2.8870897993820344,-0.2067032406016931,0.24216047786613426,0.6202059649264525,0.18089526408168827,0.0
E15,leading,plains,26.333601880974566,1.760099694816613,1.2381488925292545,-1.670973690757954,-0.27042177383988186,0.13959351195721498,0.4740986959999921,0.12307169105570638,0.011886986889994603
E15,leading,plains,7.401984514083037,-17.482361430313226,-3.378860913404393,0.061256765596254974,-1.1939060879198218,0.024851864731160567,0.24148698978564964,0.03600239170815641,0.023361404181879365
E15,leading,plains,12.289578508606356,-12.621899613205764,-2.305364152701015,-0.3422518662060126,-1.7861615980083614,0.05785760265248276,0.30149310645171445,0.04059000189596289,0.02787227612471172
