,ice,ocean_salt,simple_organic,tholin_pah,sulfuric_acid_hydrate,sulfur_so2,h2o2,rad_salt_proxy
ice,8.537736462515939e-07,14.55589743921759,14.760919663029064,17.815104139734423,13.11125517722657,14.721009814560373,14.884025879208712,15.068216151581474
ocean_salt,14.55589743921759,0.0,9.902957623515274,8.701958041502722,5.853782124576684,10.939673753867828,9.764467066933694,4.0809683914527035
simple_organic,14.760919663029064,9.902957623515274,0.0,7.650787217330905,4.899095881146645,1.704638789019585,0.8766037546817907,13.183463175419922
tholin_pah,17.815104139734423,8.701958041502722,7.650787217330905,8.537736462515939e-07,7.034306519323531,8.709113860996165,7.707248949714643,11.326430701770422
sulfuric_acid_hydrate,13.11125517722657,5.853782124576684,4.899095881146645,7.034306519323531,0.0,5.829230063342617,4.773604101818292,8.51610420930474
sulfur_so2,14.721009814560373,10.939673753867828,1.704638789019585,8.709113860996165,5.829230063342617,0.0,1.8042447300509747,14.171565563480442
h2o2,14.884025879208712,9.764467066933694,0.8766037546817907,7.707248949714643,4.773604101818292,1.8042447300509747,1.2074182697257333e-06,13.067492822720745
rad_salt_proxy,15.068216151581474,4.0809683914527035,13.183463175419922,11.326430701770422,8.51610420930474,14.171565563480442,13.067492822720745,8.537736462515939e-07
