wave_max_um,n_bands,synth_internal_ood,ood_E6,ratio_E6,ood_E15,ratio_E15,ood_G2,ratio_G2,ood_E11,ratio_E11
2.0,53,0.059237709971922584,1.0260591769787086,17.321047017921387,2.200959541638507,37.15470273119964,0.6947495902436273,11.728164016548915,0.9898908230112073,16.710484027318248
2.5,73,0.06651833763607311,1.72175928959978,25.88397913874031,2.4841001284491324,37.344590670549266,1.5468294707512524,23.254180763805213,1.759214436547023,26.447059151188654
3.0,93,0.0741657760070717,2.430931428240736,32.7769967003642,2.7286252888264886,36.790894654367534,2.270104865662302,30.608522653862956,2.338065390311948,31.524855326318686
3.5,113,0.07897861424249075,3.0440390473463523,38.54257304968104,3.045768949462055,38.56447647392305,2.9673674275296897,37.57178343047519,2.9410710461171523,37.23882771414871
5.200000000000004,181,0.09054353321415934,6.091755254417072,67.27984838772103,4.411435856937941,48.72171044818873,6.0138681804351375,66.4196315355965,5.743286027733472,63.431211047594914
