,ice,ocean_salt,simple_organic,tholin_pah,sulfuric_acid_hydrate,sulfur_so2,h2o2,rad_salt_proxy
ice,1.0,0.34760304359902866,-0.038625185398214495,-0.17376695514429746,0.46878381604274133,0.03498223779143237,-0.3129181239598356,0.4159656889291501
ocean_salt,0.34760304359902866,1.0,0.13888619045333367,0.5446094322177473,0.907862147000327,-0.6141037045223161,0.4247053645500074,0.9781592441650687
simple_organic,-0.038625185398214495,0.13888619045333367,1.0,0.32449613435053615,0.1691222999639885,-0.008738403649269382,0.3167987472027905,0.1571867658410776
tholin_pah,-0.17376695514429746,0.5446094322177473,0.32449613435053615,1.0,0.47635735084460246,-0.5004274635104095,0.362000694620848,0.523754902103996
sulfuric_acid_hydrate,0.46878381604274133,0.907862147000327,0.1691222999639885,0.47635735084460246,1.0,-0.4954070045623384,0.4044121253537535,0.9751816656034639
sulfur_so2,0.03498223779143237,-0.6141037045223161,-0.008738403649269382,-0.5004274635104095,-0.4954070045623384,1.0,-0.51776489092472,-0.5698972986278632
h2o2,-0.3129181239598356,0.4247053645500074,0.3167987472027905,0.362000694620848,0.4044121253537535,-0.51776489092472,1.0,0.42476871436419267
rad_salt_proxy,0.4159656889291501,0.9781592441650687,0.1571867658410776,0.523754902103996,0.9751816656034639,-0.5698972986278632,0.42476871436419267,1.0
