volume,file,url,center_lon_w,hemisphere,geo_unit,terrain,group,n_bands,wave_min_um,wave_max_um,coverage_0p7_2p0,coverage_0p7_5p2,incidence_angle,emission_angle,phase_angle,label_error
go_1118,25e001tr.qub,https://planetarydata.jpl.nasa.gov/img/data/go-e-nims-4-mosaic-v1.0/go_1118/europa/25e001tr.qub,19.975,leading,pr,plains,leading_plains,15,0.587,4.6967,True,False,2.74,41.38,42.11,
go_1118,25e002ci.qub,https://planetarydata.jpl.nasa.gov/img/data/go-e-nims-4-mosaic-v1.0/go_1118/europa/25e002ci.qub,21.065,leading,pr,plains,leading_plains,15,0.587,4.6967,True,False,43.01,2.08,41.97,
go_1118,25e002cr.qub,https://planetarydata.jpl.nasa.gov/img/data/go-e-nims-4-mosaic-v1.0/go_1118/europa/25e002cr.qub,21.065,leading,pr,plains,leading_plains,15,0.587,4.6967,True,False,43.01,2.08,41.97,
go_1118,25e002ti.qub,https://planetarydata.jpl.nasa.gov/img/data/go-e-nims-4-mosaic-v1.0/go_1118/europa/25e002ti.qub,21.065,leading,pr,plains,leading_plains,15,0.587,4.6967,True,False,42.1,1.97,41.98,
go_1118,25e002tr.qub,https://planetarydata.jpl.nasa.gov/img/data/go-e-nims-4-mosaic-v1.0/go_1118/europa/25e002tr.qub,21.065,leading,pr,plains,leading_plains,15,0.587,4.6967,True,False,42.1,1.97,41.98,
go_1118,25e004ci.qub,https://planetarydata.jpl.nasa.gov/img/data/go-e-nims-4-mosaic-v1.0/go_1118/europa/25e004ci.qub,33.085,leading,pr,plains,leading_plains,15,0.587,4.6967,True,False,73.78,46.81,35.28,
go_1118,25e004cr.qub,https://planetarydata.jpl.nasa.gov/img/data/go-e-nims-4-mosaic-v1.0/go_1118/europa/25e004cr.qub,33.085,leading,pr,plains,leading_plains,15,0.587,4.6967,True,False,73.78,46.81,35.28,
go_1118,25e004ti.qub,https://planetarydata.jpl.nasa.gov/img/data/go-e-nims-4-mosaic-v1.0/go_1118/europa/25e004ti.qub,33.085,leading,pr,plains,leading_plains,15,0.587,4.6967,True,False,73.51,44.41,35.67,
go_1118,25e004tr.qub,https://planetarydata.jpl.nasa.gov/img/data/go-e-nims-4-mosaic-v1.0/go_1118/europa/25e004tr.qub,33.085,leading,pr,plains,leading_plains,15,0.587,4.6967,True,False,73.51,44.41,35.67,
go_1118,25e006ci.qub,https://planetarydata.jpl.nasa.gov/img/data/go-e-nims-4-mosaic-v1.0/go_1118/europa/25e006ci.qub,17.205,leading,pr,plains,leading_plains,15,0.587,4.6967,True,False,49.66,21.5,36.22,
go_1118,25e006cr.qub,https://planetarydata.jpl.nasa.gov/img/data/go-e-nims-4-mosaic-v1.0/go_1118/europa/25e006cr.qub,17.205,leading,pr,plains,leading_plains,15,0.587,4.6967,True,False,49.66,21.5,36.22,
go_1118,25e006ti.qub,https://planetarydata.jpl.nasa.gov/img/data/go-e-nims-4-mosaic-v1.0/go_1118/europa/25e006ti.qub,17.205,leading,pr,plains,leading_plains,15,0.587,4.6967,True,False,49.3,21.46,36.23,
go_1118,25e006tr.qub,https://planetarydata.jpl.nasa.gov/img/data/go-e-nims-4-mosaic-v1.0/go_1118/europa/25e006tr.qub,17.205,leading,pr,plains,leading_plains,15,0.587,4.6967,True,False,49.3,21.46,36.23,
go_1119,28e001ci.qub,https://planetarydata.jpl.nasa.gov/img/data/go-e-nims-4-mosaic-v1.0/go_1119/europa/28e001ci.qub,59.42,leading,chh,chaos,leading_chaos,15,0.587,4.6967,True,False,78.82,20.69,59.32,
go_1119,28e001cr.qub,https://planetarydata.jpl.nasa.gov/img/data/go-e-nims-4-mosaic-v1.0/go_1119/europa/28e001cr.qub,59.42,leading,chh,chaos,leading_chaos,15,0.587,4.6967,True,False,78.82,20.69,59.32,
go_1119,28e001ti.qub,https://planetarydata.jpl.nasa.gov/img/data/go-e-nims-4-mosaic-v1.0/go_1119/europa/28e001ti.qub,59.42,leading,chh,chaos,leading_chaos,15,0.587,4.6967,True,False,78.03,22.89,59.32,
go_1119,28e001tr.qub,https://planetarydata.jpl.nasa.gov/img/data/go-e-nims-4-mosaic-v1.0/go_1119/europa/28e001tr.qub,59.42,leading,chh,chaos,leading_chaos,15,0.587,4.6967,True,False,78.03,22.89,59.32,
go_1119,29e001ci.qub,https://planetarydata.jpl.nasa.gov/img/data/go-e-nims-4-mosaic-v1.0/go_1119/europa/29e001ci.qub,303.365,trailing,chm,chaos,trailing_chaos,12,1.0348,4.6967,False,False,72.02,7.88,72.88,
go_1119,29e001cr.qub,https://planetarydata.jpl.nasa.gov/img/data/go-e-nims-4-mosaic-v1.0/go_1119/europa/29e001cr.qub,303.365,trailing,chm,chaos,trailing_chaos,12,1.0348,4.6967,False,False,72.02,7.88,72.88,
go_1119,29e001ti.qub,https://planetarydata.jpl.nasa.gov/img/data/go-e-nims-4-mosaic-v1.0/go_1119/europa/29e001ti.qub,303.365,trailing,chm,chaos,trailing_chaos,12,1.0348,4.6967,False,False,85.34,25.81,72.88,
go_1119,29e001tr.qub,https://planetarydata.jpl.nasa.gov/img/data/go-e-nims-4-mosaic-v1.0/go_1119/europa/29e001tr.qub,303.365,trailing,chm,chaos,trailing_chaos,12,1.0348,4.6967,False,False,85.34,25.81,72.88,
