spectrum_id,subdir,name,desc,wl_min,wl_max,unit,hits,xml,tab,tab_exists
c1cc15,bdr2,Kieserite,"White powder, sieved. Purchased from Ward's.",300,2600,nm,kieserite;sulfate,data\raw\relab\metadata_cache\bdr2\c1cc15.xml,data\raw\relab\metadata_cache\bdr2\c1cc15.tab,True
c1cy02,bdr2,Alunite,"Ron Lyon, Stanford, A-20  IGCP3, AL706",300,2600,nm,sulfate;sulfur,data\raw\relab\metadata_cache\bdr2\c1cy02.xml,data\raw\relab\metadata_cache\bdr2\c1cy02.tab,False
c1cy03,bdr2,Alunite (98%K),USGS - Skip Cunningham  AL705,300,2600,nm,sulfate,data\raw\relab\metadata_cache\bdr2\c1cy03.xml,data\raw\relab\metadata_cache\bdr2\c1cy03.tab,False
c1cy05,bdr2,Calcite,CO2004,300,2600,nm,carbonate;calcite,data\raw\relab\metadata_cache\bdr2\c1cy05.xml,data\raw\relab\metadata_cache\bdr2\c1cy05.tab,False
c1cy07,bdr2,Dolomite,"IGCP9, COD-2005",300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr2\c1cy07.xml,data\raw\relab\metadata_cache\bdr2\c1cy07.tab,False
c1cy09,bdr2,Gypsum,SU2202,300,2600,nm,gypsum;sulfate,data\raw\relab\metadata_cache\bdr2\c1cy09.xml,data\raw\relab\metadata_cache\bdr2\c1cy09.tab,False
c1cy13,bdr2,Illite -2M,"Hydrothermal carbonate replacement - in quartz vein   IL112, Kruse/Glanzmann collected",300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr2\c1cy13.xml,data\raw\relab\metadata_cache\bdr2\c1cy13.tab,False
c1cy16,bdr2,Jarosite,"Gumma Iron Mine, Kuoni Village, Azuma Gum, Gumma Prefecture, Japan  JR2501",300,2600,nm,sulfate,data\raw\relab\metadata_cache\bdr2\c1cy16.xml,data\raw\relab\metadata_cache\bdr2\c1cy16.tab,False
c1cy24,bdr2,Siderite,Colorado School of Mines TM 20198   COS2002,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr2\c1cy24.xml,data\raw\relab\metadata_cache\bdr2\c1cy24.tab,False
c1fb13,bdr2,Marble- 91R40,100% Calcite,300,2600,nm,calcite,data\raw\relab\metadata_cache\bdr2\c1fb13.xml,data\raw\relab\metadata_cache\bdr2\c1fb13.tab,False
c1gr01,bdr2,Calcite,Calcite OFA <50 microns from C.Wagner,300,2700,nm,carbonate;calcite,data\raw\relab\metadata_cache\bdr2\c1gr01.xml,data\raw\relab\metadata_cache\bdr2\c1gr01.tab,False
c1gr03,bdr2,Siderite,Siderite XX03101-3 <56 from C.Wagner,300,2700,nm,carbonate,data\raw\relab\metadata_cache\bdr2\c1gr03.xml,data\raw\relab\metadata_cache\bdr2\c1gr03.tab,False
c1hm01,bdr2,Calcite- HYD-BLT-1a,Solid calcite rock,300,2600,nm,carbonate;calcite,data\raw\relab\metadata_cache\bdr2\c1hm01.xml,data\raw\relab\metadata_cache\bdr2\c1hm01.tab,False
c1hm02,bdr2,Calcite Molass- HYD-BLT-1b,Solid calcite rock stained with molasses,300,2600,nm,calcite,data\raw\relab\metadata_cache\bdr2\c1hm02.xml,data\raw\relab\metadata_cache\bdr2\c1hm02.tab,False
c1ja02a,bdr2,Separate 1 from JA #79634 (Calcite or Coccolite?),"Type of sample uncertain, probably a calcite",300,2600,nm,carbonate;calcite,data\raw\relab\metadata_cache\bdr2\c1ja02a.xml,data\raw\relab\metadata_cache\bdr2\c1ja02a.tab,False
c1jb117,bdr2,Montmorillonite Cation-Exchanged- 100% Fe2(SO4)3 pH3.5 SWy-1,Fe sulfur exchanged SWy-1,300,3600,nm,sulfur,data\raw\relab\metadata_cache\bdr2\c1jb117.xml,data\raw\relab\metadata_cache\bdr2\c1jb117.tab,True
c1jb118,bdr2,Montmorillonite Cation-Exchanged- 300% Fe2(SO4)3 pH3.0 SWy-1,Fe sulfur exchanged SWy-1,300,3600,nm,sulfur,data\raw\relab\metadata_cache\bdr2\c1jb118.xml,data\raw\relab\metadata_cache\bdr2\c1jb118.tab,False
c1jb119,bdr2,Montmorillonite Cation-Exchanged- 300% Fe2(SO4)3 pH3.5 SWy-1,Fe sulfur exchanged SWy-1,300,3600,nm,sulfur,data\raw\relab\metadata_cache\bdr2\c1jb119.xml,data\raw\relab\metadata_cache\bdr2\c1jb119.tab,False
c1jb120,bdr2,Montmorillonite Cation-Exchanged- 600% Fe2(SO4)3 pH3.0 SWy-1,Fe sulfur exchanged SWy-1,300,3600,nm,sulfur,data\raw\relab\metadata_cache\bdr2\c1jb120.xml,data\raw\relab\metadata_cache\bdr2\c1jb120.tab,False
c1jb130a,bdr2,Schwertmannite- Bt-4,Natural Schwertmannite  (A) Unsieved,300,2700,nm,sulfate,data\raw\relab\metadata_cache\bdr2\c1jb130a.xml,data\raw\relab\metadata_cache\bdr2\c1jb130a.tab,False
c1jb130b,bdr2,Schwertmannite- Bt-4,Natural Schwertmannite (B) <45 um (dry-sieved).,300,2700,nm,sulfate,data\raw\relab\metadata_cache\bdr2\c1jb130b.xml,data\raw\relab\metadata_cache\bdr2\c1jb130b.tab,False
c1jb131,bdr2,Schwertmannite- Z5106,Synthetic shwertmannite,300,2700,nm,sulfate,data\raw\relab\metadata_cache\bdr2\c1jb131.xml,data\raw\relab\metadata_cache\bdr2\c1jb131.tab,False
c1jb190,bdr2,Lake Silicate Carbonate- Lake Hoare core E-1,,300,2500,nm,carbonate,data\raw\relab\metadata_cache\bdr2\c1jb190.xml,data\raw\relab\metadata_cache\bdr2\c1jb190.tab,False
c1be223,bdr3,Magnesite- MGC,"For modeling of mixtures (PGG, Active missions)",280,2600,nm,carbonate;magnesite,data\raw\relab\metadata_cache\bdr3\c1be223.xml,data\raw\relab\metadata_cache\bdr3\c1be223.tab,False
c1be224,bdr3,Magnesite- MGC,"For modeling of mixtures (PGG, Active missions)",280,2600,nm,carbonate;magnesite,data\raw\relab\metadata_cache\bdr3\c1be224.xml,data\raw\relab\metadata_cache\bdr3\c1be224.tab,False
c1be225,bdr3,Magnesite- MGC,"For modeling of mixtures (PGG, Active missions)",280,2600,nm,carbonate;magnesite,data\raw\relab\metadata_cache\bdr3\c1be225.xml,data\raw\relab\metadata_cache\bdr3\c1be225.tab,False
c1be226,bdr3,Magnesite- MGC,"For modeling of mixtures (PGG, Active missions)",280,2600,nm,carbonate;magnesite,data\raw\relab\metadata_cache\bdr3\c1be226.xml,data\raw\relab\metadata_cache\bdr3\c1be226.tab,False
c1be227,bdr3,Magnesite- MGC,"For modeling of mixtures (PGG, Active missions)",280,2600,nm,carbonate;magnesite,data\raw\relab\metadata_cache\bdr3\c1be227.xml,data\raw\relab\metadata_cache\bdr3\c1be227.tab,False
c1be228,bdr3,Magnesite- MGC,"For modeling of mixtures (PGG, Active missions)",280,2600,nm,carbonate;magnesite,data\raw\relab\metadata_cache\bdr3\c1be228.xml,data\raw\relab\metadata_cache\bdr3\c1be228.tab,False
c1be229,bdr3,Magnesite- MGC,"For modeling of mixtures (PGG, Active missions)",280,2600,nm,carbonate;magnesite,data\raw\relab\metadata_cache\bdr3\c1be229.xml,data\raw\relab\metadata_cache\bdr3\c1be229.tab,False
c1be230,bdr3,Magnesite- MGC,"For modeling of mixtures (PGG, Active missions)",280,2600,nm,carbonate;magnesite,data\raw\relab\metadata_cache\bdr3\c1be230.xml,data\raw\relab\metadata_cache\bdr3\c1be230.tab,False
c1be231,bdr3,Magnesite- MGC,"For modeling of mixtures (PGG, Active missions)",280,2600,nm,carbonate;magnesite,data\raw\relab\metadata_cache\bdr3\c1be231.xml,data\raw\relab\metadata_cache\bdr3\c1be231.tab,False
c1be232,bdr3,Nontronite Magnesite- 5 wt% NG-1 + 95 wt% MGC,"Spectral mixture modeling (PGG, Active missions)",280,2600,nm,magnesite,data\raw\relab\metadata_cache\bdr3\c1be232.xml,data\raw\relab\metadata_cache\bdr3\c1be232.tab,False
c1be233,bdr3,Nontronite Magnesite- 10 wt% NG-1 + 90 wt% MGC,"Spectral mixture modeling (PGG, Active missions)",280,2600,nm,magnesite,data\raw\relab\metadata_cache\bdr3\c1be233.xml,data\raw\relab\metadata_cache\bdr3\c1be233.tab,False
c1be234,bdr3,Nontronite Magnesite- 30 wt% NG-1 + 70 wt% MGC,"Spectral mixture modeling (PGG, Active missions)",280,2600,nm,magnesite,data\raw\relab\metadata_cache\bdr3\c1be234.xml,data\raw\relab\metadata_cache\bdr3\c1be234.tab,False
c1be235,bdr3,Nontronite Magnesite- 50 wt% NG-1 + 50 wt% MGC,"Spectral mixture modeling (PGG, Active missions)",280,2600,nm,magnesite,data\raw\relab\metadata_cache\bdr3\c1be235.xml,data\raw\relab\metadata_cache\bdr3\c1be235.tab,False
c1be236,bdr3,Nontronite Magnesite- 90 wt% NG-1 + 10 wt% MGC,"Spectral mixture modeling (PGG, Active missions)",280,2600,nm,magnesite,data\raw\relab\metadata_cache\bdr3\c1be236.xml,data\raw\relab\metadata_cache\bdr3\c1be236.tab,False
c1be237,bdr3,Nontronite Magnesite- 95 wt% NG-1 + 5 wt% MGC,"Spectral mixture modeling (PGG, Active missions)",280,2600,nm,magnesite,data\raw\relab\metadata_cache\bdr3\c1be237.xml,data\raw\relab\metadata_cache\bdr3\c1be237.tab,False
c1be238,bdr3,Magnesite Nontronite Olivine- 16 wt% MGC + 16 wt% NG-1 + 68 wt% OLV-SC,"Spectral mixture modeling (PGG, Active missions)",280,2600,nm,magnesite,data\raw\relab\metadata_cache\bdr3\c1be238.xml,data\raw\relab\metadata_cache\bdr3\c1be238.tab,False
c1be239,bdr3,Magnesite Nontronite Olivine- 16 wt% MGC + 42 wt% NG-1 + 42 wt% OLV-SC (45-75 um),"Spectral mixture modeling (PGG, Active missions)",280,2600,nm,magnesite,data\raw\relab\metadata_cache\bdr3\c1be239.xml,data\raw\relab\metadata_cache\bdr3\c1be239.tab,False
c1be240,bdr3,Magnesite Nontronite Olivine- 16 wt% MGC + 68 wt% NG-1 + 16 wt% OLV-SC (45-75 um),"Spectral mixture modeling (PGG, Active missions)",280,2600,nm,magnesite,data\raw\relab\metadata_cache\bdr3\c1be240.xml,data\raw\relab\metadata_cache\bdr3\c1be240.tab,False
c1be241,bdr3,Magnesite Nontronite Olivine- 33 wt% MGC + 33 wt% NG-1 + 33 wt% OLV-SC (45-75 um),"Spectral mixture modeling (PGG, Active missions)",280,2600,nm,magnesite,data\raw\relab\metadata_cache\bdr3\c1be241.xml,data\raw\relab\metadata_cache\bdr3\c1be241.tab,False
c1be242,bdr3,Magnesite Nontronite Olivine- 42 wt% MGC + 16 wt% NG-1 + 42 wt% OLV-SC (45-75 um),"Spectral mixture modeling (PGG, Active missions)",280,2600,nm,magnesite,data\raw\relab\metadata_cache\bdr3\c1be242.xml,data\raw\relab\metadata_cache\bdr3\c1be242.tab,False
c1be243,bdr3,Magnesite Nontronite Olivine- 42 wt% MGC + 42 wt% NG-1 + 16 wt% OLV-SC (45-75 um),"Spectral mixture modeling (PGG, Active missions)",280,2600,nm,magnesite,data\raw\relab\metadata_cache\bdr3\c1be243.xml,data\raw\relab\metadata_cache\bdr3\c1be243.tab,False
c1be244,bdr3,Magnesite Nontronite Olivine- 68 wt% MGC + 16 wt% NG-1 + 16 wt% OLV-SC (45-75 um),"Spectral mixture modeling (PGG, Active missions)",280,2600,nm,magnesite,data\raw\relab\metadata_cache\bdr3\c1be244.xml,data\raw\relab\metadata_cache\bdr3\c1be244.tab,False
c1be245,bdr3,Magnesite Nontronite Basaltic Glass- 16 wt% MGC + 16 wt% NG-1 + 68 wt% BAS-Gl,"Spectral mixture modeling (PGG, Active missions)",280,2600,nm,magnesite,data\raw\relab\metadata_cache\bdr3\c1be245.xml,data\raw\relab\metadata_cache\bdr3\c1be245.tab,False
c1be246,bdr3,Magnesite Nontronite Basaltic Glass- 16 wt% MGC + 42 wt% NG-1 + 42 wt% BAS-Gl,"Spectral mixture modeling (PGG, Active missions)",280,2600,nm,magnesite,data\raw\relab\metadata_cache\bdr3\c1be246.xml,data\raw\relab\metadata_cache\bdr3\c1be246.tab,False
c1be247,bdr3,Magnesite Nontronite Basaltic Glass- 16 wt% MGC + 68 wt% NG-1 + 16 wt% BAS-Gl,"Spectral mixture modeling (PGG, Active missions)",280,2600,nm,magnesite,data\raw\relab\metadata_cache\bdr3\c1be247.xml,data\raw\relab\metadata_cache\bdr3\c1be247.tab,False
c1be248,bdr3,Magnesite Nontronite Basaltic Glass- 33 wt% MGC + 33 wt% NG-1 + 33 wt% BAS-Gl,"Spectral mixture modeling (PGG, Active missions)",280,2600,nm,magnesite,data\raw\relab\metadata_cache\bdr3\c1be248.xml,data\raw\relab\metadata_cache\bdr3\c1be248.tab,False
c1be249,bdr3,Magnesite Nontronite Basaltic Glass- 42 wt% MGC + 16 wt% NG-1 + 42 wt% BAS-Gl,"Spectral mixture modeling (PGG, Active missions)",280,2600,nm,magnesite,data\raw\relab\metadata_cache\bdr3\c1be249.xml,data\raw\relab\metadata_cache\bdr3\c1be249.tab,False
c1be250,bdr3,Magnesite Nontronite Basaltic Glass- 42 wt% MGC + 42 wt% NG-1 + 16 wt% BAS-Gl,"Spectral mixture modeling (PGG, Active missions)",280,2600,nm,magnesite,data\raw\relab\metadata_cache\bdr3\c1be250.xml,data\raw\relab\metadata_cache\bdr3\c1be250.tab,False
c1be251,bdr3,Magnesite Nontronite Basaltic Glass- 68 wt% MGC + 16 wt% NG-1 + 16 wt% BAS-Gl,"Spectral mixture modeling (PGG, Active missions)",280,2600,nm,magnesite,data\raw\relab\metadata_cache\bdr3\c1be251.xml,data\raw\relab\metadata_cache\bdr3\c1be251.tab,False
c1be44,bdr3,Magnesite (CC-06B),"Reflectance spectra unmixing of hydrated and mafic minerals (PGG, MDAP, Active missions, Student)",280,2600,nm,carbonate;magnesite,data\raw\relab\metadata_cache\bdr3\c1be44.xml,data\raw\relab\metadata_cache\bdr3\c1be44.tab,False
c1be45,bdr3,90% magnesite (CC-06B) + 10% nontronite (Nau-2),"Reflectance spectra unmixing of hydrated and mafic minerals (PGG, MDAP, Active missions, Student)",280,2600,nm,magnesite,data\raw\relab\metadata_cache\bdr3\c1be45.xml,data\raw\relab\metadata_cache\bdr3\c1be45.tab,False
c1cc19,bdr3,Magnesium Sulfate,"99.5% MgSO4, 0.45% LOI. Anhydrous, reagent grade.",300,2600,nm,magnesium sulfate;sulfate,data\raw\relab\metadata_cache\bdr3\c1cc19.xml,data\raw\relab\metadata_cache\bdr3\c1cc19.tab,False
c1cc22,bdr3,Magnesium Sulfate- brick,"Material CC-JFM-019 mixed with water and allowed to dry in a dish, forming a brick. Very strong.",300,2600,nm,magnesium sulfate;sulfate,data\raw\relab\metadata_cache\bdr3\c1cc22.xml,data\raw\relab\metadata_cache\bdr3\c1cc22.tab,False
c1cc31,bdr3,Magnesium Sulfate Crust Reground,MgSO4 crust (CC-JFM-022) ground to a powder,300,2600,nm,magnesium sulfate;sulfate,data\raw\relab\metadata_cache\bdr3\c1cc31.xml,data\raw\relab\metadata_cache\bdr3\c1cc31.tab,False
c1cc32,bdr3,Magnesium Sulfate Crust Packed,MgSO4 crust (CC-JFM-022) ground to a powder and packed,300,2600,nm,magnesium sulfate;sulfate,data\raw\relab\metadata_cache\bdr3\c1cc32.xml,data\raw\relab\metadata_cache\bdr3\c1cc32.tab,False
c1cc33,bdr3,Gypsum,"Powder lightly ground to remove clumps  99.7% pure CaSo4-2H2O, 20-22% LOI.",300,2600,nm,gypsum;sulfate,data\raw\relab\metadata_cache\bdr3\c1cc33.xml,data\raw\relab\metadata_cache\bdr3\c1cc33.tab,False
c1cc34,bdr3,Gypsum,Sample CC-JFM-033 packed.,300,2600,nm,gypsum;sulfate,data\raw\relab\metadata_cache\bdr3\c1cc34.xml,data\raw\relab\metadata_cache\bdr3\c1cc34.tab,False
c1cc35,bdr3,Gypsum- Crust,CC-JFM-033 + H2O mixed and dried to form a brick.,300,2600,nm,gypsum;sulfate,data\raw\relab\metadata_cache\bdr3\c1cc35.xml,data\raw\relab\metadata_cache\bdr3\c1cc35.tab,False
c1cc36,bdr3,Gypsum Crust Ground,CaSO4 (gypsum) crust (CC-JFM-035) reground to a powder,300,2600,nm,gypsum;sulfate,data\raw\relab\metadata_cache\bdr3\c1cc36.xml,data\raw\relab\metadata_cache\bdr3\c1cc36.tab,False
c1cc37,bdr3,Gypsum Crust Packed,Gypsum crust (CC-JFM-035) ground and packed,300,2600,nm,gypsum;sulfate,data\raw\relab\metadata_cache\bdr3\c1cc37.xml,data\raw\relab\metadata_cache\bdr3\c1cc37.tab,False
c1cc38,bdr3,Magnesium Sulfate- Packed,MgSO4 powder (<25 um) packed,300,2600,nm,magnesium sulfate;sulfate,data\raw\relab\metadata_cache\bdr3\c1cc38.xml,data\raw\relab\metadata_cache\bdr3\c1cc38.tab,False
c1cw08,bdr3,Sulfur Soil,Volcanic Sediment,300,2600,nm,sulfur,data\raw\relab\metadata_cache\bdr3\c1cw08.xml,data\raw\relab\metadata_cache\bdr3\c1cw08.tab,False
c1ec12,bdr3,Malachite (Synthetic)- PIG024,Cu2(CO3)(OH)2,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1ec12.xml,data\raw\relab\metadata_cache\bdr3\c1ec12.tab,False
c1ec13,bdr3,Lead Sulfate (Synthetic)- PIG021,,300,2600,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1ec13.xml,data\raw\relab\metadata_cache\bdr3\c1ec13.tab,False
c1ec14,bdr3,Calcium Oxalate (Synthetic)- PIG204,CaC2O4(H2O),300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1ec14.xml,data\raw\relab\metadata_cache\bdr3\c1ec14.tab,False
c1jb116,bdr3,Montmorillonite Cation-Exchanged- 100% Fe2(SO4)3 pH3.0 SWy-1,Fe sulfur exchanged SWy-1,300,2550,nm,sulfur,data\raw\relab\metadata_cache\bdr3\c1jb116.xml,data\raw\relab\metadata_cache\bdr3\c1jb116.tab,False
c1jb121,bdr3,Montmorillonite Cation-Exchanged- 600% Fe2(SO4)3 pH3.5 SWy-1,Fe sulfur exchanged SWy-1,300,2550,nm,sulfur,data\raw\relab\metadata_cache\bdr3\c1jb121.xml,data\raw\relab\metadata_cache\bdr3\c1jb121.tab,False
c1jb193m,bdr3,Lake Silicate Carbonate- Magnetic portion of Lake Hoare oxic E-4,,320,2550,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1jb193m.xml,data\raw\relab\metadata_cache\bdr3\c1jb193m.tab,False
c1jb198c,bdr3,Lake Silicate Carbonate- Lake Hoare core H-9,,300,2500,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1jb198c.xml,data\raw\relab\metadata_cache\bdr3\c1jb198c.tab,False
c1jb199c,bdr3,Lake Silicate Carbonate- Lake Hoare core H10,,300,2500,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1jb199c.xml,data\raw\relab\metadata_cache\bdr3\c1jb199c.tab,False
c1jb205c,bdr3,Lake Silicate Carbonate- Lake Hoare core H-1,,300,2500,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1jb205c.xml,data\raw\relab\metadata_cache\bdr3\c1jb205c.tab,False
c1jb206c,bdr3,Lake Silicate Carbonate- Lake Hoare core H-2,,300,2500,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1jb206c.xml,data\raw\relab\metadata_cache\bdr3\c1jb206c.tab,False
c1jb290,bdr3,Sepiolite- SepSp-1,Clay Min. Soc. / R. Mancinelli lab. Minor calcite contamination,320,880,nm,calcite,data\raw\relab\metadata_cache\bdr3\c1jb290.xml,data\raw\relab\metadata_cache\bdr3\c1jb290.tab,False
c1jb331c,bdr3,"Carbonate- Chips from Mammoth Formation, Yellowstone",white rock with small orange regions,300,2500,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1jb331c.xml,data\raw\relab\metadata_cache\bdr3\c1jb331c.tab,False
c1jb355s,bdr3,Green Basalt altered chip,Olivine and other minerals;  Sulfate-altered chip,320,2550,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1jb355s.xml,data\raw\relab\metadata_cache\bdr3\c1jb355s.tab,False
c1jb364,bdr3,Iron Oxide Silicate Sulfate- Soil Simulant,JB011 0.7 : JB250 0.1 : JB182 0.1 : JB366 0.1,300,2600,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1jb364.xml,data\raw\relab\metadata_cache\bdr3\c1jb364.tab,False
c1jb365,bdr3,Iron Oxide Silicate Sulfate- Soil Simulant,JB248 0.7 : JB250 0.1 : JB182 0.1 : JB366 0.1,300,2600,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1jb365.xml,data\raw\relab\metadata_cache\bdr3\c1jb365.tab,False
c1jb366,bdr3,Magnesium Sulfate,MgSO4-7H2O crystals ground & dry-sieved.,300,2600,nm,magnesium sulfate;sulfate,data\raw\relab\metadata_cache\bdr3\c1jb366.xml,data\raw\relab\metadata_cache\bdr3\c1jb366.tab,False
c1jb373,bdr3,"Sulfur-phases (Soil, Hydrothermal)- S-1","Yellow hydrothermal soil, dehydrated in dessicator, lightly ground, then sieved.",400,1400,nm,sulfur,data\raw\relab\metadata_cache\bdr3\c1jb373.xml,data\raw\relab\metadata_cache\bdr3\c1jb373.tab,False
c1jb373c,bdr3,"Sulfur-phases (Soil, Hydrothermal)- S-1",Yellow soil layer.,400,1400,nm,sulfur,data\raw\relab\metadata_cache\bdr3\c1jb373c.xml,data\raw\relab\metadata_cache\bdr3\c1jb373c.tab,False
c1jb374,bdr3,"Sulfur-phases Iron Oxide (Soil, Hydrothermal)- S-2","Dark-orange hydrothermal soil, dehydrated in dessicator, lightly ground, then sieved.",400,1400,nm,sulfur,data\raw\relab\metadata_cache\bdr3\c1jb374.xml,data\raw\relab\metadata_cache\bdr3\c1jb374.tab,False
c1jb375c,bdr3,Coating Sulfur-phases Iron Oxide- S-3,Orange rock.  Coarse chips from rock surface.,400,1400,nm,sulfur,data\raw\relab\metadata_cache\bdr3\c1jb375c.xml,data\raw\relab\metadata_cache\bdr3\c1jb375c.tab,False
c1jb376,bdr3,Sulfur-phases- S-4,Green pebbles of 1-2 mm.,400,1400,nm,sulfur,data\raw\relab\metadata_cache\bdr3\c1jb376.xml,data\raw\relab\metadata_cache\bdr3\c1jb376.tab,False
c1jb376c,bdr3,Sulfur-phases- S-4,Green pebbles of 1-2 mm.,400,1400,nm,sulfur,data\raw\relab\metadata_cache\bdr3\c1jb376c.xml,data\raw\relab\metadata_cache\bdr3\c1jb376c.tab,False
c1jb397s,bdr3,Iron Oxide Sulfate-Altered- Hal-5 altered chip,"Site 4, near cinder cone off sliding sands trail  yellow-orange pink soil, sulfate-altered chip",320,2550,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1jb397s.xml,data\raw\relab\metadata_cache\bdr3\c1jb397s.tab,False
c1jb406,bdr3,Jarosite,Orange mineral layers in rock,400,1400,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1jb406.xml,data\raw\relab\metadata_cache\bdr3\c1jb406.tab,False
c1jb53a,bdr3,Jarosite <125 um,,400,1400,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1jb53a.xml,data\raw\relab\metadata_cache\bdr3\c1jb53a.tab,False
c1jb574,bdr3,"Icelandic S-altered rock, outer orange layer <125 um",Glass Iron Oxides Silicates Sulfates,320,2550,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1jb574.xml,data\raw\relab\metadata_cache\bdr3\c1jb574.tab,False
c1jb574s,bdr3,"Icelandic S-vent rock, outer orange layer, <2 um sed. frac.",Glass Iron Oxides Silicates Sulfates; Collected by Peter Schiffman,320,880,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1jb574s.xml,data\raw\relab\metadata_cache\bdr3\c1jb574s.tab,False
c1jb575,bdr3,"Icelandic S-altered rock, white alteration layer <125 um",Glass Iron Oxides Silicates Sulfates,320,2550,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1jb575.xml,data\raw\relab\metadata_cache\bdr3\c1jb575.tab,False
c1jb575s,bdr3,"Icelandic S-vent rock, white alteration layer, <2 um sed. frac.",Glass Iron Oxides Silicates Sulfates; Collected by Peter Schiffman,320,880,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1jb575s.xml,data\raw\relab\metadata_cache\bdr3\c1jb575s.tab,False
c1jb577,bdr3,Iron Oxide Sulfate Clay- Neutralized AMD material <125 um,Fe-S-bearing alteration materials,320,2550,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1jb577.xml,data\raw\relab\metadata_cache\bdr3\c1jb577.tab,False
c1jb577a,bdr3,Iron Oxide Sulfate Clay- Neutralized AMD material <45 um,Fe-S-bearing alteration materials,320,2550,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1jb577a.xml,data\raw\relab\metadata_cache\bdr3\c1jb577a.tab,False
c1jb577c,bdr3,Iron Oxide Sulfate Clay- Neutralized AMD material: Dried crust,Fe-S-bearing alteration materials,320,2550,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1jb577c.xml,data\raw\relab\metadata_cache\bdr3\c1jb577c.tab,False
c1jb588,bdr3,Antigorite 85 wt% + Mg-carbonate 5 wt% + Hematite 10 wt%,JB563 (antigorite) 85 wt% + JB590 (Mg-carbonate) 5 wt% + JB129 (hematite) 10 wt%,320,2550,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1jb588.xml,data\raw\relab\metadata_cache\bdr3\c1jb588.tab,False
c1jb589,bdr3,Antigorite 88 wt% + Mg-carbonate 2 wt% + Hematite 10 wt%,JB563 (antigorite) 85 wt% + JB590 (Mg-carbonate) 2 wt% + JB129 (hematite) 10 wt%,320,2550,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1jb589.xml,data\raw\relab\metadata_cache\bdr3\c1jb589.tab,False
c1jb590,bdr3,Magnesium carbonate,,320,2550,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1jb590.xml,data\raw\relab\metadata_cache\bdr3\c1jb590.tab,False
c1jb607b,bdr3,Xalapa carbonate rock,From Chris McKay,320,2550,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1jb607b.xml,data\raw\relab\metadata_cache\bdr3\c1jb607b.tab,False
c1jb607s,bdr3,"Xalapa carbonate rock, outer surface chip",From Chris McKay,320,2550,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1jb607s.xml,data\raw\relab\metadata_cache\bdr3\c1jb607s.tab,False
c1jb608b,bdr3,Little Red Hill carbonate rock,From Chris McKay,320,2550,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1jb608b.xml,data\raw\relab\metadata_cache\bdr3\c1jb608b.tab,False
c1jb608f,bdr3,"Little Red Hill carbonate rock, fresh internal surface",From Chris McKay,320,2550,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1jb608f.xml,data\raw\relab\metadata_cache\bdr3\c1jb608f.tab,False
c1jb608g,bdr3,"Little Red Hill carbonate rock, green coated surface",From Chris McKay,320,2550,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1jb608g.xml,data\raw\relab\metadata_cache\bdr3\c1jb608g.tab,False
c1jb608j,bdr3,Little Red Hill carbonate rock,"Carbonate rock, mostly dolomite (Spectroscopy of minerals) (MDAP, MFRP, Active Missions)",280,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1jb608j.xml,data\raw\relab\metadata_cache\bdr3\c1jb608j.tab,False
c1jb608k,bdr3,Little Red Hill carbonate rock,"Carbonate rock, mostly dolomite (Spectroscopy of minerals) (MDAP, MFRP, Active Missions)",280,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1jb608k.xml,data\raw\relab\metadata_cache\bdr3\c1jb608k.tab,False
