spectrum_id,subdir,name,desc,wl_min,wl_max,unit,hits,xml,tab,tab_exists
c1jt188,bdr3,MT88_MGS50Gypsum50,50% Mars Global Simulant + 50% Gypsum 125-250 um,320,2550,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1jt188.xml,data\raw\relab\metadata_cache\bdr3\c1jt188.tab,False
c1jt189,bdr3,MT89_MGS80Gypsum20,80% Mars Global Simulant + 20% Gypsum 125-250 um,320,2550,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1jt189.xml,data\raw\relab\metadata_cache\bdr3\c1jt189.tab,False
c1kc53,bdr3,UCF/DSI CI chondrite simulant,"62% Serpentine/Saponite, 7% Olivine, 13.5% Magnetite, 6.5% Pyrite, 6% Epsomite, 5% Organics",320,2550,nm,epsomite,data\raw\relab\metadata_cache\bdr3\c1kc53.xml,data\raw\relab\metadata_cache\bdr3\c1kc53.tab,False
c1kr01a,bdr3,Gypsum sand,For gypsum-SAz2 mixtures,300,2600,nm,gypsum;sulfate,data\raw\relab\metadata_cache\bdr3\c1kr01a.xml,data\raw\relab\metadata_cache\bdr3\c1kr01a.tab,False
c1kr01b,bdr3,Gypsum sand,For gypsum-SAz2 mixtures,300,2600,nm,gypsum;sulfate,data\raw\relab\metadata_cache\bdr3\c1kr01b.xml,data\raw\relab\metadata_cache\bdr3\c1kr01b.tab,False
c1kr01c,bdr3,Gypsum sand,For gypsum-SAz2 mixtures,300,2600,nm,gypsum;sulfate,data\raw\relab\metadata_cache\bdr3\c1kr01c.xml,data\raw\relab\metadata_cache\bdr3\c1kr01c.tab,False
c1kr01d,bdr3,Gypsum sand,For gypsum-SAz2 mixtures,300,2600,nm,gypsum;sulfate,data\raw\relab\metadata_cache\bdr3\c1kr01d.xml,data\raw\relab\metadata_cache\bdr3\c1kr01d.tab,False
c1kr02a,bdr3,Ca Smectite- SAz2,For gypsum-SAz2 mixtures,300,2600,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1kr02a.xml,data\raw\relab\metadata_cache\bdr3\c1kr02a.tab,False
c1kr02b,bdr3,Ca Smectite- SAz2 (clusters broken up),For gypsum-SAz2 mixtures,300,2600,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1kr02b.xml,data\raw\relab\metadata_cache\bdr3\c1kr02b.tab,False
c1kr02b2,bdr3,Ca Smectite- SAz2 (clusters broken up),For gypsum-SAz2 mixtures,300,2600,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1kr02b2.xml,data\raw\relab\metadata_cache\bdr3\c1kr02b2.tab,False
c1kr02c,bdr3,Ca Smectite- SAz2,For gypsum-SAz2 mixtures,300,2600,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1kr02c.xml,data\raw\relab\metadata_cache\bdr3\c1kr02c.tab,False
c1kr02d,bdr3,Ca Smectite- SAz2,For gypsum-SAz2 mixtures,300,2600,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1kr02d.xml,data\raw\relab\metadata_cache\bdr3\c1kr02d.tab,False
c1kr03a,bdr3,Gypsum Ca Smectite- G50,50% Gypsum sand + 50% SAz2,300,2600,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1kr03a.xml,data\raw\relab\metadata_cache\bdr3\c1kr03a.tab,False
c1kr03b,bdr3,Gypsum Ca Smectite- G50,50% Gypsum sand + 50% SAz2,300,2600,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1kr03b.xml,data\raw\relab\metadata_cache\bdr3\c1kr03b.tab,False
c1kr03c,bdr3,Gypsum Ca Smectite- G50,50% Gypsum sand + 50% SAz2,300,2600,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1kr03c.xml,data\raw\relab\metadata_cache\bdr3\c1kr03c.tab,False
c1kr03d,bdr3,Gypsum Ca Smectite- G50,50% Gypsum sand + 50% SAz2,300,2600,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1kr03d.xml,data\raw\relab\metadata_cache\bdr3\c1kr03d.tab,False
c1kr04a,bdr3,Gypsum Ca Smectite- G10,10% Gypsum sand + 90% SAz2,300,2600,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1kr04a.xml,data\raw\relab\metadata_cache\bdr3\c1kr04a.tab,False
c1kr04b,bdr3,Gypsum Ca Smectite- G10,10% Gypsum sand + 90% SAz2,300,2600,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1kr04b.xml,data\raw\relab\metadata_cache\bdr3\c1kr04b.tab,False
c1kr04c,bdr3,Gypsum Ca Smectite- G10,10% Gypsum sand + 90% SAz2,300,2600,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1kr04c.xml,data\raw\relab\metadata_cache\bdr3\c1kr04c.tab,False
c1kr04d,bdr3,Gypsum Ca Smectite- G10,10% Gypsum sand + 90% SAz2,300,2600,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1kr04d.xml,data\raw\relab\metadata_cache\bdr3\c1kr04d.tab,False
c1kr05a,bdr3,Gypsum Ca Smectite- G25,25% Gypsum sand + 75% SAz2,300,2600,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1kr05a.xml,data\raw\relab\metadata_cache\bdr3\c1kr05a.tab,False
c1kr05b,bdr3,Gypsum Ca Smectite- G25,25% Gypsum sand + 75% SAz2,300,2600,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1kr05b.xml,data\raw\relab\metadata_cache\bdr3\c1kr05b.tab,False
c1kr05c,bdr3,Gypsum Ca Smectite- G25,25% Gypsum sand + 75% SAz2,300,2600,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1kr05c.xml,data\raw\relab\metadata_cache\bdr3\c1kr05c.tab,False
c1kr05d,bdr3,Gypsum Ca Smectite- G25,25% Gypsum sand + 75% SAz2,300,2600,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1kr05d.xml,data\raw\relab\metadata_cache\bdr3\c1kr05d.tab,False
c1kr06a,bdr3,Gypsum Ca Smectite- G75,75% Gypsum sand + 25% SAz2,300,2600,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1kr06a.xml,data\raw\relab\metadata_cache\bdr3\c1kr06a.tab,False
c1kr06b,bdr3,Gypsum Ca Smectite- G75,75% Gypsum sand + 25% SAz2,300,2600,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1kr06b.xml,data\raw\relab\metadata_cache\bdr3\c1kr06b.tab,False
c1kr06c,bdr3,Gypsum Ca Smectite- G75,75% Gypsum sand + 25% SAz2,300,2600,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1kr06c.xml,data\raw\relab\metadata_cache\bdr3\c1kr06c.tab,False
c1kr06d,bdr3,Gypsum Ca Smectite- G75,75% Gypsum sand + 25% SAz2,300,2600,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1kr06d.xml,data\raw\relab\metadata_cache\bdr3\c1kr06d.tab,False
c1kr07a,bdr3,Gypsum Ca Smectite- G90,90% Gypsum sand + 10% SAz2,300,2600,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1kr07a.xml,data\raw\relab\metadata_cache\bdr3\c1kr07a.tab,False
c1kr07b,bdr3,Gypsum Ca Smectite- G90,90% Gypsum sand + 10% SAz2,300,2600,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1kr07b.xml,data\raw\relab\metadata_cache\bdr3\c1kr07b.tab,False
c1kr07c,bdr3,Gypsum Ca Smectite- G90,90% Gypsum sand + 10% SAz2,300,2600,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1kr07c.xml,data\raw\relab\metadata_cache\bdr3\c1kr07c.tab,False
c1kr07d,bdr3,Gypsum Ca Smectite- G90,90% Gypsum sand + 10% SAz2,300,2600,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1kr07d.xml,data\raw\relab\metadata_cache\bdr3\c1kr07d.tab,False
c1lf04,bdr3,Gypsum,Purchased from Wards Natural Sciences. GPS coordinates estimated from Google Earth. Crushed and dry seived.,300,2600,nm,gypsum;sulfate,data\raw\relab\metadata_cache\bdr3\c1lf04.xml,data\raw\relab\metadata_cache\bdr3\c1lf04.tab,False
c1lh17,bdr3,0304001 250-500 um,"Sulfate, Efflorescent Sulfate,",320,2550,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1lh17.xml,data\raw\relab\metadata_cache\bdr3\c1lh17.tab,False
c1lh18,bdr3,0304001 <250 um,"Sulfate, Efflorescent Sulfate,",320,2550,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1lh18.xml,data\raw\relab\metadata_cache\bdr3\c1lh18.tab,False
c1lh19,bdr3,0304005 <250 um,"Sulfate, Efflorescent Sulfate Hematite,",320,2550,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1lh19.xml,data\raw\relab\metadata_cache\bdr3\c1lh19.tab,False
c1lh23,bdr3,0201007 unsorted,"Sulfate, Efflorescent Sulfate,",320,2550,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1lh23.xml,data\raw\relab\metadata_cache\bdr3\c1lh23.tab,False
c1lh24,bdr3,0201026 <250 um,"Sulfate, Efflorescent Sulfate,",320,2550,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1lh24.xml,data\raw\relab\metadata_cache\bdr3\c1lh24.tab,False
c1lh25,bdr3,0203010 unsorted,"Sulfate, Efflorescent Sulfate,",320,2550,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1lh25.xml,data\raw\relab\metadata_cache\bdr3\c1lh25.tab,False
c1lh26,bdr3,0203017 unsorted,"Sulfate, Szomolnokite?,",320,2550,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1lh26.xml,data\raw\relab\metadata_cache\bdr3\c1lh26.tab,False
c1lh27,bdr3,0203018za <250 um,"Sulfate, Efflorescent Sulfate, Found on top of cemented 0203018zb",320,2550,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1lh27.xml,data\raw\relab\metadata_cache\bdr3\c1lh27.tab,False
c1lh28,bdr3,0203018zb unsorted,"Sulfate, Efflorescent Sulfate Hematite, Located below 0203018za in field.",320,2550,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1lh28.xml,data\raw\relab\metadata_cache\bdr3\c1lh28.tab,False
c1lh29,bdr3,Magnesite 75-250 um,"Carbonate, Magnesite,",320,2550,nm,carbonate;magnesite,data\raw\relab\metadata_cache\bdr3\c1lh29.xml,data\raw\relab\metadata_cache\bdr3\c1lh29.tab,False
c1lh31,bdr3,0202035 unsorted,"Sulfate, ,",320,2550,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1lh31.xml,data\raw\relab\metadata_cache\bdr3\c1lh31.tab,False
c1lh37,bdr3,Ruin-1 <250 um,"Sulfate, ,",320,2550,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1lh37.xml,data\raw\relab\metadata_cache\bdr3\c1lh37.tab,False
c1lh38,bdr3,BAG-2 <500 um,"Sulfate, ,",320,2550,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1lh38.xml,data\raw\relab\metadata_cache\bdr3\c1lh38.tab,False
c1lh39,bdr3,MD-3 <500 um,"Efflorescent, Sulfate,",320,2550,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1lh39.xml,data\raw\relab\metadata_cache\bdr3\c1lh39.tab,False
c1lh41,bdr3,SB-31 <500 um,"Sulfate, Efflorescent Melanterite,",320,2550,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1lh41.xml,data\raw\relab\metadata_cache\bdr3\c1lh41.tab,False
c1lh42,bdr3,SB-18 <500 um,"Sulfate, Efflorescent,",320,2550,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1lh42.xml,data\raw\relab\metadata_cache\bdr3\c1lh42.tab,False
c1lh43,bdr3,AG-2 <250 um,"Sulfate, Efflorescent Copiapite,",320,2550,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1lh43.xml,data\raw\relab\metadata_cache\bdr3\c1lh43.tab,False
c1lh49,bdr3,MD-2 <500 um,"Efflorescent, Gypsum Phtosynthetic Microbe,",320,2550,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1lh49.xml,data\raw\relab\metadata_cache\bdr3\c1lh49.tab,False
c1lh51,bdr3,MD-1 unsorted,"Sulfate, Efflorescent,",320,2550,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1lh51.xml,data\raw\relab\metadata_cache\bdr3\c1lh51.tab,False
c1lh52,bdr3,PP-01 <500 um,"Sulfate, Jarosite,",320,2550,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1lh52.xml,data\raw\relab\metadata_cache\bdr3\c1lh52.tab,False
c1lh54,bdr3,BAG-01 <500 um,"River, Gypsum Biological,",320,2550,nm,gypsum,data\raw\relab\metadata_cache\bdr3\c1lh54.xml,data\raw\relab\metadata_cache\bdr3\c1lh54.tab,False
c1lh58,bdr3,CS-01,"Sulfite, CaSO3,",280,2550,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1lh58.xml,data\raw\relab\metadata_cache\bdr3\c1lh58.tab,False
c1lh59,bdr3,KS-02,"Sulfite, K2S2O5,",280,2550,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1lh59.xml,data\raw\relab\metadata_cache\bdr3\c1lh59.tab,False
c1lh60,bdr3,KS-01,"Sulfite, K2SO3,",280,2550,nm,sulfate,data\raw\relab\metadata_cache\bdr3\c1lh60.xml,data\raw\relab\metadata_cache\bdr3\c1lh60.tab,False
c1lh61,bdr3,Kieserite heated to 300C <45 um,"Sulfate, Heated Kieserite, Active missions, Student",280,2550,nm,kieserite;sulfate,data\raw\relab\metadata_cache\bdr3\c1lh61.xml,data\raw\relab\metadata_cache\bdr3\c1lh61.tab,False
c1lh62,bdr3,Kieserite heated to 300C 45-75 um,"Sulfate, Heated Kieserite, Active missions, Student",280,2550,nm,kieserite;sulfate,data\raw\relab\metadata_cache\bdr3\c1lh62.xml,data\raw\relab\metadata_cache\bdr3\c1lh62.tab,False
c1lh63,bdr3,Kieserite heated to 300C 75-125 um,"Sulfate, Heated Kieserite, Active missions, Student",280,2550,nm,kieserite;sulfate,data\raw\relab\metadata_cache\bdr3\c1lh63.xml,data\raw\relab\metadata_cache\bdr3\c1lh63.tab,False
c1lh64,bdr3,Kieserite heated to 300C >125 um,"Sulfate, Heated Kieserite, Active missions, Student",280,2550,nm,kieserite;sulfate,data\raw\relab\metadata_cache\bdr3\c1lh64.xml,data\raw\relab\metadata_cache\bdr3\c1lh64.tab,False
c1ma44,bdr3,CCH4,"Carbonate, Calcite, Preparation of a carbonaceous chondrite analog",300,2600,nm,carbonate;calcite,data\raw\relab\metadata_cache\bdr3\c1ma44.xml,data\raw\relab\metadata_cache\bdr3\c1ma44.tab,False
c1ma45,bdr3,CCH5,"Mixture , Olivine Pyroxene Serpentine Kerite Calcite, Tsarev 46 + Serpentine 47 + Kerite 5 + Calcite 2 %",300,2600,nm,calcite,data\raw\relab\metadata_cache\bdr3\c1ma45.xml,data\raw\relab\metadata_cache\bdr3\c1ma45.tab,False
c1ma46,bdr3,Mixture 1ac >125 um,"Mixture , Laser-Irradiated Olivine Pyroxene Serpentine Kerite Calcite, CCH5 laser irradiated.  a) >300, b) 200-300, c) 1",300,2600,nm,calcite,data\raw\relab\metadata_cache\bdr3\c1ma46.xml,data\raw\relab\metadata_cache\bdr3\c1ma46.tab,False
c1ma47,bdr3,Mixture 1acg > 125 um (ground),"Mixture , Laser-Irradiated Olivine Pyroxene Serpentine Kerite Calcite, CCH5 laser irradiated.  a) >300, b) 200-300, c) 1",300,2600,nm,calcite,data\raw\relab\metadata_cache\bdr3\c1ma47.xml,data\raw\relab\metadata_cache\bdr3\c1ma47.tab,False
c1ma48,bdr3,Mixture 1d 75-125 um,"Mixture , Laser-Irradiated Olivine Pyroxene Serpentine Kerite Calcite, CCH5 laser irradiated.  a) >300, b) 200-300, c) 1",300,2600,nm,calcite,data\raw\relab\metadata_cache\bdr3\c1ma48.xml,data\raw\relab\metadata_cache\bdr3\c1ma48.tab,False
c1ma49,bdr3,Mixture 1dg 75-125 um (ground),"Mixture , Laser-Irradiated Olivine Pyroxene Serpentine Kerite Calcite, CCH5 laser irradiated.  a) >300, b) 200-300, c) 1",300,2600,nm,calcite,data\raw\relab\metadata_cache\bdr3\c1ma49.xml,data\raw\relab\metadata_cache\bdr3\c1ma49.tab,False
c1ma50,bdr3,Mixture 1e 40-75 um,"Mixture , Laser-Irradiated Olivine Pyroxene Serpentine Kerite Calcite, CCH5 laser irradiated.  a) >300, b) 200-300, c) 1",300,2600,nm,calcite,data\raw\relab\metadata_cache\bdr3\c1ma50.xml,data\raw\relab\metadata_cache\bdr3\c1ma50.tab,False
c1ma51,bdr3,Mixture 1f <40 um,"Ordinary Chondrite, Laser-Irradiated Olivine Pyroxene Serpentine Kerite Calcite, CCH5 laser irradiated.  a) >300, b) 200",300,2600,nm,calcite,data\raw\relab\metadata_cache\bdr3\c1ma51.xml,data\raw\relab\metadata_cache\bdr3\c1ma51.tab,False
c1ma57,bdr3,Mixture 3b >200 um,"Mixture , Laser-Irradiated Olivine Pyroxene Serpentine Kerite Calcite, Carbonaceous chondrite simulant",300,2600,nm,calcite,data\raw\relab\metadata_cache\bdr3\c1ma57.xml,data\raw\relab\metadata_cache\bdr3\c1ma57.tab,False
c1ma58,bdr3,Mixture 3c 125-200 um,"Mixture , Laser-Irradiated Olivine Pyroxene Serpentine Kerite Calcite, Carbonaceous chondrite simulant",300,2600,nm,calcite,data\raw\relab\metadata_cache\bdr3\c1ma58.xml,data\raw\relab\metadata_cache\bdr3\c1ma58.tab,False
c1ma59,bdr3,Mixture 3d 75-125 um,"Mixture , Laser-Irradiated Olivine Pyroxene Serpentine Kerite Calcite, Carbonaceous chondrite simulant",300,2600,nm,calcite,data\raw\relab\metadata_cache\bdr3\c1ma59.xml,data\raw\relab\metadata_cache\bdr3\c1ma59.tab,False
c1ma60,bdr3,Mixture 3e 40-75 um,"Mixture , Laser-Irradiated Olivine Pyroxene Serpentine Kerite Calcite, Carbonaceous chondrite simulant",300,2600,nm,calcite,data\raw\relab\metadata_cache\bdr3\c1ma60.xml,data\raw\relab\metadata_cache\bdr3\c1ma60.tab,False
c1ma61,bdr3,Mixture 3f <40 um,"Mixture , Laser-Irradiated Olivine Pyroxene Serpentine Kerite Calcite, Carbonaceous chondrite simulant",300,2600,nm,calcite,data\raw\relab\metadata_cache\bdr3\c1ma61.xml,data\raw\relab\metadata_cache\bdr3\c1ma61.tab,False
c1ma67,bdr3,Mixture 3dg: 3d ground into <45 um,"Mixture , Laser-Irradiated Olivine Pyroxene Serpentine Kerite Calcite, Carbonaceous chondrite simulant",300,2600,nm,calcite,data\raw\relab\metadata_cache\bdr3\c1ma67.xml,data\raw\relab\metadata_cache\bdr3\c1ma67.tab,False
c1ma69,bdr3,Mixture 3bcg: 3b+3c ground into <45 um,"Mixture , Laser-Irradiated Olivine Pyroxene Serpentine Kerite Calcite, Carbonaceous chondrite simulant",300,2600,nm,calcite,data\raw\relab\metadata_cache\bdr3\c1ma69.xml,data\raw\relab\metadata_cache\bdr3\c1ma69.tab,False
c1mg23,bdr3,S5,Ca-rich Siderite/Ankerite,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1mg23.xml,data\raw\relab\metadata_cache\bdr3\c1mg23.tab,False
c1mg24,bdr3,S6,Ca-rich Siderite/Ankerite,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1mg24.xml,data\raw\relab\metadata_cache\bdr3\c1mg24.tab,False
c1mg25,bdr3,S7,Ca-rich Siderite/Ankerite,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1mg25.xml,data\raw\relab\metadata_cache\bdr3\c1mg25.tab,False
c1mg26,bdr3,S11,Ca-rich Siderite/Ankerite,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1mg26.xml,data\raw\relab\metadata_cache\bdr3\c1mg26.tab,False
c1mg27,bdr3,S12,Ca-rich Siderite/Ankerite,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1mg27.xml,data\raw\relab\metadata_cache\bdr3\c1mg27.tab,False
c1mg28,bdr3,S13,Siderite / Fe-rich Dolomite,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1mg28.xml,data\raw\relab\metadata_cache\bdr3\c1mg28.tab,False
c1mg29,bdr3,S14,Siderite / Fe-rich Dolomite,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1mg29.xml,data\raw\relab\metadata_cache\bdr3\c1mg29.tab,False
c1mg30,bdr3,S19,Pokrovskite,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1mg30.xml,data\raw\relab\metadata_cache\bdr3\c1mg30.tab,False
c1mg31,bdr3,S20,Pokrovskite,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1mg31.xml,data\raw\relab\metadata_cache\bdr3\c1mg31.tab,False
c1mg32,bdr3,S21,Siderite Fe-rich Dolomite,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1mg32.xml,data\raw\relab\metadata_cache\bdr3\c1mg32.tab,False
c1mg33,bdr3,S22,Siderite / Fe-rich Dolomite,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1mg33.xml,data\raw\relab\metadata_cache\bdr3\c1mg33.tab,False
c1mg34,bdr3,S23,Siderite / Fe-rich Dolomite,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1mg34.xml,data\raw\relab\metadata_cache\bdr3\c1mg34.tab,False
c1mg35,bdr3,S24,Ca-Siderite/Ankerite,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1mg35.xml,data\raw\relab\metadata_cache\bdr3\c1mg35.tab,False
c1mg36,bdr3,S25,Ca-Siderite/Ankerite,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1mg36.xml,data\raw\relab\metadata_cache\bdr3\c1mg36.tab,False
c1mg37,bdr3,S26,Ca-Siderite/Ankerite,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1mg37.xml,data\raw\relab\metadata_cache\bdr3\c1mg37.tab,False
c1mg38,bdr3,S27,Siderite / Fe-rich Dolomite,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1mg38.xml,data\raw\relab\metadata_cache\bdr3\c1mg38.tab,False
c1mg39,bdr3,S28,Siderite / Fe-rich Dolomite,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1mg39.xml,data\raw\relab\metadata_cache\bdr3\c1mg39.tab,False
c1mg40,bdr3,S29,Siderite / Fe-rich Dolomite,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1mg40.xml,data\raw\relab\metadata_cache\bdr3\c1mg40.tab,False
c1mg41,bdr3,S31,Pokrovskite / Mg-rich Siderite,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1mg41.xml,data\raw\relab\metadata_cache\bdr3\c1mg41.tab,False
c1mg42,bdr3,S32,Pokrovskite / Mg-rich Siderite,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1mg42.xml,data\raw\relab\metadata_cache\bdr3\c1mg42.tab,False
c1mg43,bdr3,H40-old (containing Sr traces),Hydromagnesite / Ca-rich Dolomite,300,2600,nm,carbonate;magnesite,data\raw\relab\metadata_cache\bdr3\c1mg43.xml,data\raw\relab\metadata_cache\bdr3\c1mg43.tab,False
c1mg44,bdr3,H20 (containing Sr traces),Hydromagnesite / Ca-rich Dolomite,300,2600,nm,carbonate;magnesite,data\raw\relab\metadata_cache\bdr3\c1mg44.xml,data\raw\relab\metadata_cache\bdr3\c1mg44.tab,False
c1mg45,bdr3,H15 (containing Sr traces),Hydromagnesite / Ca-rich Dolomite,300,2600,nm,carbonate;magnesite,data\raw\relab\metadata_cache\bdr3\c1mg45.xml,data\raw\relab\metadata_cache\bdr3\c1mg45.tab,False
c1mg46,bdr3,"H15 (containing Sr, Mn, Fe traces)",Hydromagnesite / Ca-rich Dolomite,300,2600,nm,carbonate;magnesite,data\raw\relab\metadata_cache\bdr3\c1mg46.xml,data\raw\relab\metadata_cache\bdr3\c1mg46.tab,False
c1mg47,bdr3,"H20 (containing Sr, Mn, Fe traces)",Hydromagnesite / Ca-rich Dolomite,300,2600,nm,carbonate;magnesite,data\raw\relab\metadata_cache\bdr3\c1mg47.xml,data\raw\relab\metadata_cache\bdr3\c1mg47.tab,False
c1mg48,bdr3,1.25LM,Hydromagnesite / Ca-rich Dolomite,300,2600,nm,carbonate;magnesite,data\raw\relab\metadata_cache\bdr3\c1mg48.xml,data\raw\relab\metadata_cache\bdr3\c1mg48.tab,False
c1mg49,bdr3,LE-1 liquid,Hydromagnesite / Ca-rich Dolomite,300,2600,nm,carbonate;magnesite,data\raw\relab\metadata_cache\bdr3\c1mg49.xml,data\raw\relab\metadata_cache\bdr3\c1mg49.tab,False
c1mg50,bdr3,LE-2 liquid,Hydromagnesite / Ca-rich Dolomite,300,2600,nm,carbonate;magnesite,data\raw\relab\metadata_cache\bdr3\c1mg50.xml,data\raw\relab\metadata_cache\bdr3\c1mg50.tab,False
c1mg51,bdr3,LE-4 solid,Hydromagnesite / Ca-rich Dolomite,300,2600,nm,carbonate;magnesite,data\raw\relab\metadata_cache\bdr3\c1mg51.xml,data\raw\relab\metadata_cache\bdr3\c1mg51.tab,False
c1mg52,bdr3,LE-4a solid,Hydromagnesite / Ca-rich Dolomite,300,2600,nm,carbonate;magnesite,data\raw\relab\metadata_cache\bdr3\c1mg52.xml,data\raw\relab\metadata_cache\bdr3\c1mg52.tab,False
c1mg53,bdr3,BE-1,High-Mg Calcite / Dolomite,300,2600,nm,carbonate;calcite,data\raw\relab\metadata_cache\bdr3\c1mg53.xml,data\raw\relab\metadata_cache\bdr3\c1mg53.tab,False
c1mg54,bdr3,BE-17,High-Mg Calcite / Dolomite,300,2600,nm,carbonate;calcite,data\raw\relab\metadata_cache\bdr3\c1mg54.xml,data\raw\relab\metadata_cache\bdr3\c1mg54.tab,False
c1mg55,bdr3,BE-18,High-Mg Calcite / Dolomite,300,2600,nm,carbonate;calcite,data\raw\relab\metadata_cache\bdr3\c1mg55.xml,data\raw\relab\metadata_cache\bdr3\c1mg55.tab,False
c1mg56,bdr3,BE-21,Dolomite,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1mg56.xml,data\raw\relab\metadata_cache\bdr3\c1mg56.tab,False
c1mg57,bdr3,BE-46-50,Dolomite,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1mg57.xml,data\raw\relab\metadata_cache\bdr3\c1mg57.tab,False
c1mg58,bdr3,LV-15-21,Dolomite,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1mg58.xml,data\raw\relab\metadata_cache\bdr3\c1mg58.tab,False
c1mg59,bdr3,LV-concret,Dolomite,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1mg59.xml,data\raw\relab\metadata_cache\bdr3\c1mg59.tab,False
c1mg60,bdr3,LV-46-50,Dolomite rich in organic matter,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1mg60.xml,data\raw\relab\metadata_cache\bdr3\c1mg60.tab,False
c1mg61,bdr3,LV-56-60,Dolomite rich in organic matter,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1mg61.xml,data\raw\relab\metadata_cache\bdr3\c1mg61.tab,False
c1mg62,bdr3,LV-64-69,Dolomite rich in organic matter,300,2600,nm,carbonate,data\raw\relab\metadata_cache\bdr3\c1mg62.xml,data\raw\relab\metadata_cache\bdr3\c1mg62.tab,False
