member_status,lidvid,spectrum_id,lid,raw_xml,raw_tab,metadata_text
P,urn:nasa:pds:relab:data_reflectance:c2pf31::1.1,c2pf31,urn:nasa:pds:relab:data_reflectance:c2pf31,data/raw/relab/metadata_cache/bdr3/c2pf31.xml,data/raw/relab/metadata_cache/bdr3/c2pf31.tab,"c2pf31.xml | urn:nasa:pds:relab:data_reflectance:c2pf31 | 1.1 | relab spectrum id c2pf31 | 1.22.0.0 | product_observational | 2024-09-11 | 1.1 | xml label revised. minor revisions including information model update. | 2020-09-28 | 1.0 | post-peer-review version | 2019-01-03 | 0.6 | pre-peer-review version | 1988-06-20z | 1988-06-20z | science | calibrated | relab spectral library | other investigation | urn:nasa:pds:context:investigation:other_investigation.relab_speclib | data_to_investigation | relab | brown university reflectance spectroscopy laboratory | nasa/keck reflectance experiment laboratory (relab) | host | urn:nasa:pds:context:facility:laboratory.relab | is_facility | relab bidirectional spectrometer | instrument | urn:nasa:pds:context:instrument:relab.bd-vnir | is_instrument | pf-rgb-031 | sample | pf-rgb-031 | df38a fa(ph2/fe/44d) | silicate (neso) , olivine fayalite reacted, pf-30 reacted in a solution of h2so4 and fe2(so4)3 (ph2) at 60c   for 44 days | 0 | 75 | mit | mit | roger g. burns | terrestrial sample | synthetic | from natural | solid | inorganic | mineral | particulate | nesosilicate | 1 | 1 | relab bidirectional spectrometer | urn:nasa:pds:context:instrument:relab.bd-vnir | is_instrument | reflectance | wavelength | 350 | 850 | nm | bidirectional | 30 | 0 | 30 | ambient | 1988-06-20 | relab | relab | roger g. burns | c2pf31.tab | 1988-06-20 | reflectance spectrum | 8 | 251 | carriage-return line-feed | 3 | 0 | 31 | wavelength | 1 | 1 | ascii_real | 10 | nm | reflectance | 2 | 12 | ascii_real | 8 | standard_deviation | 3 | 20 | ascii_real | 10"
