setting,model,n_train,n_test,positive_rate_test,pr_auc,roc_auc,precision_at_10pct,recall_at_top10pct,brier,fpr_radiation_mimic_top10pct,fpr_exogenic_complex_organic_top10pct,top10_positive_count,top10_radiation_mimic_count,top10_exogenic_count,top10_noise_count,top10_ocean_nonorganic_count,seed,noise_condition,smoothing_window
spectral_only,logreg,5600,2400,0.18416666666666667,0.8834897431313209,0.967738804486987,0.9333333333333333,0.5067873303167421,0.06855564955403592,0.0,0.0,224,0,0,4,12,3437,moderate,5
spectral_geology,logreg,5600,2400,0.18416666666666667,0.928184120959657,0.9792809635836736,0.9791666666666666,0.5316742081447964,0.05517589804032145,0.0,0.0,235,0,0,1,4,3437,moderate,5
spectral_radiation,logreg,5600,2400,0.18416666666666667,0.8890266255215526,0.9692397820289426,0.9416666666666667,0.5113122171945701,0.0672857407935747,0.0,0.0,226,0,0,4,10,3437,moderate,5
full,logreg,5600,2400,0.18416666666666667,0.9276865284813388,0.9792774971228375,0.9875,0.5361990950226244,0.05483216914717561,0.0,0.0,237,0,0,0,3,3437,moderate,5
context_only,logreg,5600,2400,0.18416666666666667,0.4555083095171588,0.865000993718773,0.4583333333333333,0.248868778280543,0.14481478506403314,0.0,0.0,110,0,0,0,130,3437,moderate,5
spectral_only,logreg,5600,2400,0.17916666666666667,0.9164214915078827,0.9739074489434542,0.9833333333333333,0.5488372093023256,0.06624657950125425,0.0,0.0,236,0,0,1,3,3438,moderate,5
spectral_geology,logreg,5600,2400,0.17916666666666667,0.9358902980750996,0.9806976744186047,0.9958333333333333,0.5558139534883721,0.056932997943935554,0.0,0.0,239,0,0,0,1,3438,moderate,5
spectral_radiation,logreg,5600,2400,0.17916666666666667,0.9173976210406544,0.974212017471373,0.9666666666666667,0.5395348837209303,0.06437351348564231,0.0,0.0,232,0,0,1,7,3438,moderate,5
full,logreg,5600,2400,0.17916666666666667,0.9358509653001927,0.9809396765435013,0.9958333333333333,0.5558139534883721,0.05522096134632751,0.0,0.0,239,0,0,0,1,3438,moderate,5
context_only,logreg,5600,2400,0.17916666666666667,0.4325552793334795,0.8591476803210956,0.4,0.22325581395348837,0.14818929816702486,0.0,0.0,96,0,0,0,144,3438,moderate,5
spectral_only,logreg,5600,2400,0.18375,0.8976367251149564,0.9692760548153242,0.975,0.5306122448979592,0.06941176339504466,0.0014347202295552368,0.0,234,1,0,2,3,3439,moderate,5
spectral_geology,logreg,5600,2400,0.18375,0.9358886454186585,0.9813732537425384,0.9958333333333333,0.5419501133786848,0.05471981581368608,0.0,0.0,239,0,0,0,1,3439,moderate,5
spectral_radiation,logreg,5600,2400,0.18375,0.9021186290753439,0.9708873169822634,0.9791666666666666,0.5328798185941043,0.06684235298133658,0.0,0.0,235,0,0,2,3,3439,moderate,5
full,logreg,5600,2400,0.18375,0.9355504219553039,0.9817216660358205,0.9958333333333333,0.5419501133786848,0.05354116930681547,0.0,0.0,239,0,0,0,1,3439,moderate,5
context_only,logreg,5600,2400,0.18375,0.4786015953583071,0.8785812095809907,0.475,0.2585034013605442,0.1365688437450025,0.0,0.0,114,0,0,0,126,3439,moderate,5
spectral_only,logreg,5600,2400,0.17416666666666666,0.8884228485793176,0.9682803122842425,0.9625,0.5526315789473685,0.06903542260698589,0.0,0.0,231,0,0,0,9,3440,moderate,5
spectral_geology,logreg,5600,2400,0.17416666666666666,0.9231716910975764,0.9791508746179733,0.9875,0.5669856459330144,0.05599454813419702,0.0,0.0,237,0,0,0,3,3440,moderate,5
spectral_radiation,logreg,5600,2400,0.17416666666666666,0.8918885340816194,0.9694994182088558,0.9708333333333333,0.5574162679425837,0.06693803989899662,0.0,0.0,233,0,0,0,7,3440,moderate,5
full,logreg,5600,2400,0.17416666666666666,0.9237666125891542,0.97930054702852,0.9833333333333333,0.5645933014354066,0.054842693415354485,0.0,0.0,236,0,0,0,4,3440,moderate,5
context_only,logreg,5600,2400,0.17416666666666666,0.4594566889855253,0.8715919350711426,0.4708333333333333,0.2703349282296651,0.14478525793949212,0.0,0.0,113,0,0,0,127,3440,moderate,5
