model,n_pairs_requested,n_pairs,ambiguous_low,ambiguous_high,selected_source_score_mean,selected_source_score_std,spectral_delta_mean,spectral_delta_std,full_delta_mean,full_delta_std,full_delta_sign_test_p
logreg,100,100,0.4,0.7,0.5440931980891995,0.08605467355623803,0.0,0.0,0.823355505708746,0.22623353678347566,1.5777218104420236e-30
