obs_id,group,hemisphere,terrain,pc1,pc2,pc3,pc4,nmf1,nmf2,nmf3,nmf4
E6,leading_chaos,leading,chaos,-3.5581336673819357,-1.6752622397486745,3.6642154020896704,1.0943580597846638,0.0,0.3872571927302801,0.7336962790419438,0.3357218882102176
15e015,leading_chaos,leading,chaos,-0.8597891405281297,2.8032113463555115,3.111502848713239,1.320031674809628,0.23588806410253219,0.3236351157397735,0.47400207232790714,0.4219497265207439
25e006,leading_plains,leading,plains,11.224384534675382,1.3343634740298727,-0.9621594773379295,-0.2904044555082045,0.9198674546574465,0.05683596723068361,0.39348553886808557,0.2359154410985688
25e001,leading_plains,leading,plains,6.34218622090175,-4.565469268171921,-1.8843136628886703,1.0788814036872012,0.6405971546915545,0.06641436533197988,0.699768131811518,0.15940265862349917
G2,trailing_chaos,trailing,chaos,-0.36639799751788094,-1.161119899436778,0.7694231496574536,-0.9108528293604098,0.32243858827992056,0.2854371641961861,0.5971334176543064,0.2373441940742616
12e003,trailing_chaos,trailing,chaos,-9.292863094132574,0.7026424992489002,-4.626025291611454,0.9847250645780664,0.3477876469537868,0.1555612760208753,0.3935801306383996,0.25698568956193935
E11,trailing_plains,trailing,plains,-4.590717191264428,-2.408612084036084,0.7315083063815174,-2.4370699870006516,0.20274420243487748,0.3847509029010364,0.612709645235962,0.1271773864790126
17e008,trailing_plains,trailing,plains,1.1013303352478196,4.9702461717591735,-0.8041512750038265,-0.8396689309902943,0.6279703286653863,0.19713521442976367,0.22493257652929982,0.3201321658601376
